GEO.id,GEO.id2,GEO.display-label,HD01_S001,HD02_S001,HD01_S002,HD02_S002,HD01_S003,HD02_S003,HD01_S004,HD02_S004,HD01_S005,HD02_S005,HD01_S006,HD02_S006,HD01_S007,HD02_S007,HD01_S008,HD02_S008,HD01_S009,HD02_S009,HD01_S010,HD02_S010,HD01_S011,HD02_S011,HD01_S012,HD02_S012,HD01_S013,HD02_S013,HD01_S014,HD02_S014,HD01_S015,HD02_S015,HD01_S016,HD02_S016,HD01_S017,HD02_S017,HD01_S018,HD02_S018,HD01_S019,HD02_S019,HD01_S020,HD02_S020,HD01_S021,HD02_S021,HD01_S022,HD02_S022,HD01_S023,HD02_S023,HD01_S024,HD02_S024,HD01_S025,HD02_S025,HD01_S026,HD02_S026,HD01_S027,HD02_S027,HD01_S028,HD02_S028,HD01_S029,HD02_S029,HD01_S030,HD02_S030,HD01_S031,HD02_S031,HD01_S032,HD02_S032,HD01_S033,HD02_S033,HD01_S034,HD02_S034,HD01_S035,HD02_S035,HD01_S036,HD02_S036,HD01_S037,HD02_S037,HD01_S038,HD02_S038,HD01_S039,HD02_S039,HD01_S040,HD02_S040,HD01_S041,HD02_S041,HD01_S042,HD02_S042,HD01_S043,HD02_S043,HD01_S044,HD02_S044,HD01_S045,HD02_S045,HD01_S046,HD02_S046,HD01_S047,HD02_S047,HD01_S048,HD02_S048,HD01_S049,HD02_S049,HD01_S050,HD02_S050,HD01_S051,HD02_S051,HD01_S052,HD02_S052,HD01_S053,HD02_S053,HD01_S054,HD02_S054,HD01_S055,HD02_S055,HD01_S056,HD02_S056,HD01_S057,HD02_S057,HD01_S058,HD02_S058,HD01_S059,HD02_S059,HD01_S060,HD02_S060,HD01_S061,HD02_S061,HD01_S062,HD02_S062,HD01_S063,HD02_S063,HD01_S064,HD02_S064,HD01_S065,HD02_S065,HD01_S066,HD02_S066,HD01_S067,HD02_S067,HD01_S068,HD02_S068,HD01_S069,HD02_S069,HD01_S070,HD02_S070,HD01_S071,HD02_S071,HD01_S072,HD02_S072,HD01_S073,HD02_S073,HD01_S074,HD02_S074,HD01_S075,HD02_S075,HD01_S076,HD02_S076,HD01_S077,HD02_S077,HD01_S078,HD02_S078,HD01_S079,HD02_S079,HD01_S080,HD02_S080,HD01_S081,HD02_S081,HD01_S082,HD02_S082,HD01_S083,HD02_S083,HD01_S084,HD02_S084,HD01_S085,HD02_S085,HD01_S086,HD02_S086,HD01_S087,HD02_S087,HD01_S088,HD02_S088,HD01_S089,HD02_S089,HD01_S090,HD02_S090,HD01_S091,HD02_S091,HD01_S092,HD02_S092,HD01_S093,HD02_S093,HD01_S094,HD02_S094,HD01_S095,HD02_S095,HD01_S096,HD02_S096,HD01_S097,HD02_S097,HD01_S098,HD02_S098,HD01_S099,HD02_S099,HD01_S100,HD02_S100,HD01_S101,HD02_S101,HD01_S102,HD02_S102,HD01_S103,HD02_S103,HD01_S104,HD02_S104,HD01_S105,HD02_S105,HD01_S106,HD02_S106,HD01_S107,HD02_S107,HD01_S108,HD02_S108,HD01_S109,HD02_S109,HD01_S110,HD02_S110,HD01_S111,HD02_S111,HD01_S112,HD02_S112,HD01_S113,HD02_S113,HD01_S114,HD02_S114,HD01_S115,HD02_S115,HD01_S116,HD02_S116,HD01_S117,HD02_S117,HD01_S118,HD02_S118,HD01_S119,HD02_S119,HD01_S120,HD02_S120,HD01_S121,HD02_S121,HD01_S122,HD02_S122,HD01_S123,HD02_S123,HD01_S124,HD02_S124,HD01_S125,HD02_S125,HD01_S126,HD02_S126,HD01_S127,HD02_S127,HD01_S128,HD02_S128,HD01_S129,HD02_S129,HD01_S130,HD02_S130,HD01_S131,HD02_S131,HD01_S132,HD02_S132,HD01_S133,HD02_S133,HD01_S134,HD02_S134,HD01_S135,HD02_S135,HD01_S136,HD02_S136,HD01_S137,HD02_S137,HD01_S138,HD02_S138,HD01_S139,HD02_S139,HD01_S140,HD02_S140,HD01_S141,HD02_S141,HD01_S142,HD02_S142,HD01_S143,HD02_S143,HD01_S144,HD02_S144,HD01_S145,HD02_S145,HD01_S146,HD02_S146,HD01_S147,HD02_S147,HD01_S148,HD02_S148,HD01_S149,HD02_S149,HD01_S150,HD02_S150,HD01_S151,HD02_S151,HD01_S152,HD02_S152,HD01_S153,HD02_S153,HD01_S154,HD02_S154,HD01_S155,HD02_S155,HD01_S156,HD02_S156,HD01_S157,HD02_S157,HD01_S158,HD02_S158,HD01_S159,HD02_S159,HD01_S160,HD02_S160,HD01_S161,HD02_S161,HD01_S162,HD02_S162,HD01_S163,HD02_S163,HD01_S164,HD02_S164,HD01_S165,HD02_S165,HD01_S166,HD02_S166,HD01_S167,HD02_S167,HD01_S168,HD02_S168,HD01_S169,HD02_S169,HD01_S170,HD02_S170,HD01_S171,HD02_S171,HD01_S172,HD02_S172,HD01_S173,HD02_S173,HD01_S174,HD02_S174,HD01_S175,HD02_S175,HD01_S176,HD02_S176,HD01_S177,HD02_S177,HD01_S178,HD02_S178,HD01_S179,HD02_S179,HD01_S180,HD02_S180,HD01_S181,HD02_S181,HD01_S182,HD02_S182,HD01_S183,HD02_S183,HD01_S184,HD02_S184,HD01_S185,HD02_S185,HD01_S186,HD02_S186
1600000US1714000,1714000,"Chicago city, Illinois",2695598,100.0,185887,6.9,166077,6.2,164466,6.1,182933,6.8,223027,8.3,276139,10.2,239412,8.9,200508,7.4,177631,6.6,171862,6.4,166875,6.2,144611,5.4,118238,4.4,85070,3.2,66025,2.4,50700,1.9,39104,1.5,37033,1.4,32.9, ( X ) ,2144861,79.6,2073968,76.9,1955164,72.5,344616,12.8,277932,10.3,1308072,48.5,94100,3.5,84122,3.1,83274,3.1,91528,3.4,108407,4.0,134931,5.0,119828,4.4,100651,3.7,89957,3.3,85645,3.2,80838,3.0,68441,2.5,54592,2.0,37704,1.4,27787,1.0,20448,0.8,14637,0.5,11182,0.4,32.3, ( X ) ,1029291,38.2,993231,36.8,934832,34.7,142401,5.3,111758,4.1,1387526,51.5,91787,3.4,81955,3.0,81192,3.0,91405,3.4,114620,4.3,141208,5.2,119584,4.4,99857,3.7,87674,3.3,86217,3.2,86037,3.2,76170,2.8,63646,2.4,47366,1.8,38238,1.4,30252,1.1,24467,0.9,25851,1.0,33.7, ( X ) ,1115570,41.4,1080737,40.1,1020332,37.9,202215,7.5,166174,6.2,2695598,100.0,2622450,97.3,1212835,45.0,887608,32.9,13337,0.5,147164,5.5,29948,1.1,43228,1.6,29664,1.1,4347,0.2,11422,0.4,8930,0.3,19625,0.7,1013,0.0,242,0.0,361,0.0,94,0.0,316,0.0,360493,13.4,73148,2.7,4857,0.2,12760,0.5,11473,0.4,22966,0.9,1270097,47.1,913009,33.9,26933,1.0,166770,6.2,3770,0.1,393862,14.6,2695598,100.0,778862,28.9,578100,21.4,102703,3.8,8331,0.3,89728,3.3,1916736,71.1,2695598,100.0,778862,28.9,358118,13.3,15322,0.6,9240,0.3,2261,0.1,456,0.0,356266,13.2,37199,1.4,1916736,71.1,854717,31.7,872286,32.4,4097,0.2,144903,5.4,557,0.0,4227,0.2,35949,1.3,2695598,100.0,2635352,97.8,1045560,38.8,334303,12.4,760891,28.2,499858,18.5,288792,10.7,110029,4.1,29950,1.1,205806,7.6,9167,0.3,6782,0.3,81479,3.0,60246,2.2,27250,1.0,18662,0.7,8588,0.3,32996,1.2,16818,0.6,16178,0.6,1045560,100.0,576793,55.2,263055,25.2,334303,32.0,150612,14.4,57524,5.5,21722,2.1,184966,17.7,90721,8.7,468767,44.8,365638,35.0,168597,16.1,29183,2.8,197041,18.8,60720,5.8,312818,29.9,217794,20.8,2.52, ( X ) ,3.40, ( X ) ,1194337,100.0,1045560,87.5,148777,12.5,65087,5.4,2995,0.3,19570,1.6,3631,0.3,10483,0.9,47011,3.9,4.0, ( X ) ,10.1, ( X ) ,1045560,100.0,469562,44.9,1264635, ( X ) ,2.69, ( X ) ,575998,55.1,1370717, ( X ) ,2.38, ( X ) 
